Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
FBtr0347201	315	211	154	985	345	416	180	289	203	601	460	454	364.54	224	505	2.263	1.178	3.674	0.000238365758727129	0.00471482600633252	0.054	0.2107	0.0707	0.0707	TRUE	NA
FBtr0087382	1031	887	854	1139	1217	1489	590	1216	1125	695	1621	1626	1145.59	977	1314	1.314	0.394	3.673	0.000239945378714962	0.00474068953456567	0.0029	0.0734	0.0073	0.0073	TRUE	NA
FBtr0302905	43	3	11	163	39	71	25	4	14	99	52	78	45.36	14	76	5.663	2.501	3.672	0.00024026267722391	0.00474158257452304	0.1226	1.6271	0.2821	0.2821	TRUE	NA
FBtr0076500	62	75	38	676	253	171	35	103	50	412	337	187	187.43	63	312	5.108	2.353	3.661	0.000250910486026969	0.00494052670000673	0.2697	0.4009	0.2873	0.2873	TRUE	NA
FBtr0334846	53	17	31	158	60	79	30	23	41	96	80	86	59.51	31	87	2.789	1.48	3.661	0.000251429511830081	0.00494515877330812	0.0041	1.2423	0.095	0.095	TRUE	NA
FBtr0332720	194	7	7	615	20	54	111	10	9	375	27	59	98.43	43	154	4.026	2.009	3.658	0.000254147569729184	0.00499298258184978	0.1017	0.7548	0.1691	0.1691	TRUE	NA
FBtr0084282	491	0	0	1119	222	53	281	0	0	683	296	58	219.52	94	346	201.207	7.653	3.657	0.000254713285612132	0.00499846139085249	3.8993	0.3436	2.5614	2.5614	TRUE	NA
FBtr0334924	139	0	1	248	119	165	79	0	1	151	159	180	95.14	27	163	58.401	5.868	3.657	0.000255250634049093	0.0050033718210793	1.8642	0.7806	1.6369	1.6369	TRUE	NA
FBtr0086912	529	142	169	734	315	310	303	195	223	448	420	339	320.99	240	402	1.687	0.754	3.645	0.000267783034966122	0.00522551754459086	0.0119	0.238	0.0272	0.0272	TRUE	NA
FBtr0071167	4674	2431	2504	5039	2790	3663	2673	3333	3300	3074	3717	4000	3349.58	3102	3597	1.159	0.213	3.635	0.000278131319447454	0.00541532555607971	6e-04	0.0313	0.0022	0.0022	TRUE	NA
